timestamp,project_occupation,status,count
24/05/2016,Writing and translation,new,1023
,,,
24/05/2016,Writing and translation,open,9946
,,,
25/05/2016,Business services,closed,127
,,,
25/05/2016,Business services,new,154
,,,
25/05/2016,Business services,open,2851
,,,
25/05/2016,Clerical and data entry,closed,723
,,,
25/05/2016,Clerical and data entry,new,4069
,,,
25/05/2016,Clerical and data entry,open,7057
,,,
25/05/2016,Creative and multimedia,closed,1864
,,,
25/05/2016,Creative and multimedia,new,1941
,,,
25/05/2016,Creative and multimedia,open,11409
,,,
25/05/2016,None,closed,17
,,,
25/05/2016,None,new,11
,,,
25/05/2016,None,open,90
,,,
25/05/2016,Sales and marketing support,closed,707
,,,
25/05/2016,Sales and marketing support,new,773
,,,
25/05/2016,Sales and marketing support,open,6655
,,,
25/05/2016,Software development and technology,closed,2667
,,,
25/05/2016,Software development and technology,new,2951
,,,
25/05/2016,Software development and technology,open,22517
,,,
25/05/2016,Writing and translation,closed,907
,,,
25/05/2016,Writing and translation,new,1001
,,,
25/05/2016,Writing and translation,open,10062
,,,
26/05/2016,Business services,closed,116
,,,
26/05/2016,Business services,new,159
,,,
26/05/2016,Business services,open,2889
,,,
26/05/2016,Clerical and data entry,closed,1381
,,,
26/05/2016,Clerical and data entry,new,1082
,,,
26/05/2016,Clerical and data entry,open,9747
,,,
26/05/2016,Creative and multimedia,closed,2011
,,,
26/05/2016,Creative and multimedia,new,1904
,,,
26/05/2016,Creative and multimedia,open,11339
,,,
26/05/2016,None,closed,14
,,,
26/05/2016,None,new,20
,,,
26/05/2016,None,open,87
,,,
26/05/2016,Sales and marketing support,closed,789
,,,
26/05/2016,Sales and marketing support,new,674
,,,
26/05/2016,Sales and marketing support,open,6639
,,,
26/05/2016,Software development and technology,closed,2915
,,,
26/05/2016,Software development and technology,new,2655
,,,
26/05/2016,Software development and technology,open,22553
,,,
26/05/2016,Writing and translation,closed,1045
,,,
26/05/2016,Writing and translation,new,996
,,,
26/05/2016,Writing and translation,open,10018
,,,
27/05/2016,Business services,closed,161
,,,
27/05/2016,Business services,new,136
,,,
27/05/2016,Business services,open,2887
,,,
27/05/2016,Clerical and data entry,closed,1795
,,,
27/05/2016,Clerical and data entry,new,1365
,,,
27/05/2016,Clerical and data entry,open,9034
,,,
27/05/2016,Creative and multimedia,closed,1823
,,,
27/05/2016,Creative and multimedia,new,1982
,,,
27/05/2016,Creative and multimedia,open,11420
,,,
27/05/2016,None,closed,22
,,,
27/05/2016,None,new,13
,,,
27/05/2016,None,open,85
,,,
27/05/2016,Sales and marketing support,closed,685
,,,
27/05/2016,Sales and marketing support,new,660
,,,
27/05/2016,Sales and marketing support,open,6628
,,,
27/05/2016,Software development and technology,closed,2846
,,,
27/05/2016,Software development and technology,new,2763
,,,
27/05/2016,Software development and technology,open,22362
,,,
27/05/2016,Writing and translation,closed,938
,,,
27/05/2016,Writing and translation,new,964
,,,
27/05/2016,Writing and translation,open,10076
,,,
28/05/2016,Business services,closed,137
,,,
28/05/2016,Business services,new,151
,,,
28/05/2016,Business services,open,2886
,,,
28/05/2016,Clerical and data entry,closed,1348
,,,
28/05/2016,Clerical and data entry,new,1095
,,,
28/05/2016,Clerical and data entry,open,9045
,,,
28/05/2016,Creative and multimedia,closed,1689
,,,
28/05/2016,Creative and multimedia,new,1530
,,,
28/05/2016,Creative and multimedia,open,11713
,,,
28/05/2016,None,closed,18
,,,
28/05/2016,None,new,13
,,,
28/05/2016,None,open,80
,,,
28/05/2016,Sales and marketing support,closed,602
,,,
28/05/2016,Sales and marketing support,new,611
,,,
28/05/2016,Sales and marketing support,open,6686
,,,
28/05/2016,Software development and technology,closed,2496
,,,
28/05/2016,Software development and technology,new,2445
,,,
28/05/2016,Software development and technology,open,22629
,,,
28/05/2016,Writing and translation,closed,838
,,,
28/05/2016,Writing and translation,new,862
,,,
28/05/2016,Writing and translation,open,10202
,,,
29/05/2016,Business services,closed,108
,,,
29/05/2016,Business services,new,99
,,,
29/05/2016,Business services,open,2929
,,,
29/05/2016,Clerical and data entry,closed,976
,,,
29/05/2016,Clerical and data entry,new,885
,,,
29/05/2016,Clerical and data entry,open,9164
,,,
29/05/2016,Creative and multimedia,closed,1233
,,,
29/05/2016,Creative and multimedia,new,1163
,,,
29/05/2016,Creative and multimedia,open,12010
,,,
29/05/2016,None,closed,9
,,,
29/05/2016,None,new,10
,,,
29/05/2016,None,open,84
,,,
29/05/2016,Sales and marketing support,closed,431
,,,
29/05/2016,Sales and marketing support,new,334
,,,
29/05/2016,Sales and marketing support,open,6866
,,,
29/05/2016,Software development and technology,closed,1978
,,,
29/05/2016,Software development and technology,new,1787
,,,
29/05/2016,Software development and technology,open,23096
,,,
29/05/2016,Writing and translation,closed,667
,,,
29/05/2016,Writing and translation,new,583
,,,
29/05/2016,Writing and translation,open,10397
,,,
30/05/2016,Business services,closed,140
,,,
30/05/2016,Business services,new,101
,,,
30/05/2016,Business services,open,2888
,,,
30/05/2016,Clerical and data entry,closed,935
,,,
30/05/2016,Clerical and data entry,new,742
,,,
30/05/2016,Clerical and data entry,open,9113
,,,
30/05/2016,Creative and multimedia,closed,1206
,,,
30/05/2016,Creative and multimedia,new,1102
,,,
30/05/2016,Creative and multimedia,open,11967
,,,
30/05/2016,None,closed,13
,,,
30/05/2016,None,new,7
,,,
30/05/2016,None,open,81
,,,
30/05/2016,Sales and marketing support,closed,423
,,,
30/05/2016,Sales and marketing support,new,477
,,,
30/05/2016,Sales and marketing support,open,6777
,,,
30/05/2016,Software development and technology,closed,1656
,,,
30/05/2016,Software development and technology,new,1598
,,,
30/05/2016,Software development and technology,open,23227
,,,
30/05/2016,Writing and translation,closed,640
,,,
30/05/2016,Writing and translation,new,542
,,,
30/05/2016,Writing and translation,open,10340
,,,
31/05/2016,Business services,closed,94
,,,
31/05/2016,Business services,new,122
,,,
31/05/2016,Business services,open,2895
,,,
31/05/2016,Clerical and data entry,closed,1151
,,,
31/05/2016,Clerical and data entry,new,970
,,,
31/05/2016,Clerical and data entry,open,8704
,,,
31/05/2016,Creative and multimedia,closed,1567
,,,
31/05/2016,Creative and multimedia,new,1554
,,,
31/05/2016,Creative and multimedia,open,11502
,,,
31/05/2016,None,closed,26
,,,
31/05/2016,None,new,9
,,,
31/05/2016,None,open,62
,,,
31/05/2016,Sales and marketing support,closed,586
,,,
31/05/2016,Sales and marketing support,new,593
,,,
31/05/2016,Sales and marketing support,open,6668
,,,
31/05/2016,Software development and technology,closed,2312
,,,
31/05/2016,Software development and technology,new,2149
,,,
31/05/2016,Software development and technology,open,22513
,,,
31/05/2016,Writing and translation,closed,855
,,,
31/05/2016,Writing and translation,new,800
,,,
31/05/2016,Writing and translation,open,10027
,,,
01/06/2016,Business services,closed,122
,,,
01/06/2016,Business services,new,156
,,,
01/06/2016,Business services,open,2895
,,,
01/06/2016,Clerical and data entry,closed,1189
,,,
01/06/2016,Clerical and data entry,new,1291
,,,
01/06/2016,Clerical and data entry,open,8485
,,,
01/06/2016,Creative and multimedia,closed,1808
,,,
01/06/2016,Creative and multimedia,new,1818
,,,
01/06/2016,Creative and multimedia,open,11248
,,,
01/06/2016,None,closed,10
,,,
01/06/2016,None,new,9
,,,
01/06/2016,None,open,61
,,,
01/06/2016,Sales and marketing support,closed,742
,,,
01/06/2016,Sales and marketing support,new,672
,,,
01/06/2016,Sales and marketing support,open,6519
,,,
01/06/2016,Software development and technology,closed,2538
,,,
01/06/2016,Software development and technology,new,2780
,,,
01/06/2016,Software development and technology,open,22124
,,,
01/06/2016,Writing and translation,closed,962
,,,
01/06/2016,Writing and translation,new,1023
,,,
01/06/2016,Writing and translation,open,9865
,,,
02/06/2016,Business services,closed,158
,,,
02/06/2016,Business services,new,168
,,,
02/06/2016,Business services,open,2893
,,,
02/06/2016,Clerical and data entry,closed,1239
,,,
02/06/2016,Clerical and data entry,new,1313
,,,
02/06/2016,Clerical and data entry,open,8537
,,,
02/06/2016,Creative and multimedia,closed,1907
,,,
02/06/2016,Creative and multimedia,new,1761
,,,
02/06/2016,Creative and multimedia,open,11159
,,,
02/06/2016,None,closed,16
,,,
02/06/2016,None,new,9
,,,
02/06/2016,None,open,54
,,,
02/06/2016,Sales and marketing support,closed,659
,,,
02/06/2016,Sales and marketing support,new,658
,,,
02/06/2016,Sales and marketing support,open,6532
,,,
02/06/2016,Software development and technology,closed,2783
,,,
02/06/2016,Software development and technology,new,2604
,,,
02/06/2016,Software development and technology,open,22121
,,,
02/06/2016,Writing and translation,closed,886
,,,
02/06/2016,Writing and translation,new,947
,,,
02/06/2016,Writing and translation,open,10002
,,,
03/06/2016,Business services,closed,184
,,,
03/06/2016,Business services,new,157
,,,
03/06/2016,Business services,open,2877
,,,
03/06/2016,Clerical and data entry,closed,1259
,,,
03/06/2016,Clerical and data entry,new,1297
,,,
03/06/2016,Clerical and data entry,open,8591
,,,
03/06/2016,Creative and multimedia,closed,1901
,,,
03/06/2016,Creative and multimedia,new,1967
,,,
03/06/2016,Creative and multimedia,open,11019
,,,
03/06/2016,None,closed,17
,,,
03/06/2016,None,new,18
,,,
03/06/2016,None,open,46
,,,
03/06/2016,Sales and marketing support,closed,756
,,,
03/06/2016,Sales and marketing support,new,755
,,,
03/06/2016,Sales and marketing support,open,6434
,,,
03/06/2016,Software development and technology,closed,2929
,,,
03/06/2016,Software development and technology,new,2870
,,,
03/06/2016,Software development and technology,open,21796
,,,
03/06/2016,Writing and translation,closed,965
,,,
03/06/2016,Writing and translation,new,918
,,,
03/06/2016,Writing and translation,open,9984
,,,
04/06/2016,Business services,closed,156
,,,
04/06/2016,Business services,new,122
,,,
04/06/2016,Business services,open,2878
,,,
04/06/2016,Clerical and data entry,closed,1080
,,,
04/06/2016,Clerical and data entry,new,1116
,,,
04/06/2016,Clerical and data entry,open,8808
,,,
04/06/2016,Creative and multimedia,closed,1544
,,,
04/06/2016,Creative and multimedia,new,1584
,,,
04/06/2016,Creative and multimedia,open,11442
,,,
04/06/2016,None,closed,11
,,,
04/06/2016,None,new,9
,,,
04/06/2016,None,open,53
,,,
04/06/2016,Sales and marketing support,closed,518
,,,
04/06/2016,Sales and marketing support,new,608
,,,
04/06/2016,Sales and marketing support,open,6671
,,,
04/06/2016,Software development and technology,closed,2095
,,,
04/06/2016,Software development and technology,new,2188
,,,
04/06/2016,Software development and technology,open,22571
,,,
04/06/2016,Writing and translation,closed,747
,,,
04/06/2016,Writing and translation,new,714
,,,
04/06/2016,Writing and translation,open,10155
,,,
05/06/2016,Business services,closed,130
,,,
05/06/2016,Business services,new,107
,,,
05/06/2016,Business services,open,2870
,,,
05/06/2016,Clerical and data entry,closed,1226
,,,
05/06/2016,Clerical and data entry,new,1254
,,,
05/06/2016,Clerical and data entry,open,8698
,,,
05/06/2016,Creative and multimedia,closed,1223
,,,
05/06/2016,Creative and multimedia,new,1190
,,,
05/06/2016,Creative and multimedia,open,11803
,,,
05/06/2016,None,closed,9
,,,
05/06/2016,None,new,12
,,,
05/06/2016,None,open,53
,,,
05/06/2016,Sales and marketing support,closed,446
,,,
05/06/2016,Sales and marketing support,new,467
,,,
05/06/2016,Sales and marketing support,open,6833
,,,
05/06/2016,Software development and technology,closed,2050
,,,
05/06/2016,Software development and technology,new,1749
,,,
05/06/2016,Software development and technology,open,22709
,,,
05/06/2016,Writing and translation,closed,635
,,,
05/06/2016,Writing and translation,new,688
,,,
05/06/2016,Writing and translation,open,10234
,,,
06/06/2016,Business services,closed,119
,,,
06/06/2016,Business services,new,85
,,,
06/06/2016,Business services,open,2858
,,,
06/06/2016,Clerical and data entry,closed,904
,,,
06/06/2016,Clerical and data entry,new,681
,,,
06/06/2016,Clerical and data entry,open,9048
,,,
06/06/2016,Creative and multimedia,closed,1256
,,,
06/06/2016,Creative and multimedia,new,1109
,,,
06/06/2016,Creative and multimedia,open,11737
,,,
06/06/2016,None,closed,8
,,,
06/06/2016,None,new,12
,,,
06/06/2016,None,open,57
,,,
06/06/2016,Sales and marketing support,closed,490
,,,
06/06/2016,Sales and marketing support,new,409
,,,
06/06/2016,Sales and marketing support,open,6810
,,,
06/06/2016,Software development and technology,closed,1831
,,,
06/06/2016,Software development and technology,new,1740
,,,
06/06/2016,Software development and technology,open,22627
,,,
06/06/2016,Writing and translation,closed,647
,,,
06/06/2016,Writing and translation,new,559
,,,
06/06/2016,Writing and translation,open,10275
,,,
07/06/2016,Business services,closed,133
,,,
07/06/2016,Business services,new,164
,,,
07/06/2016,Business services,open,2810
,,,
07/06/2016,Clerical and data entry,closed,993
,,,
07/06/2016,Clerical and data entry,new,1105
,,,
07/06/2016,Clerical and data entry,open,8736
,,,
07/06/2016,Creative and multimedia,closed,1709
,,,
07/06/2016,Creative and multimedia,new,1804
,,,
07/06/2016,Creative and multimedia,open,11137
,,,
07/06/2016,None,closed,12
,,,
07/06/2016,None,new,15
,,,
07/06/2016,None,open,57
,,,
07/06/2016,Sales and marketing support,closed,662
,,,
07/06/2016,Sales and marketing support,new,715
,,,
07/06/2016,Sales and marketing support,open,6557
,,,
07/06/2016,Software development and technology,closed,2429
,,,
07/06/2016,Software development and technology,new,2455
,,,
07/06/2016,Software development and technology,open,21938
,,,
07/06/2016,Writing and translation,closed,879
,,,
07/06/2016,Writing and translation,new,918
,,,
07/06/2016,Writing and translation,open,9955
,,,
08/06/2016,Business services,closed,121
,,,
08/06/2016,Business services,new,149
,,,
08/06/2016,Business services,open,2853
,,,
08/06/2016,Clerical and data entry,closed,1116
,,,
08/06/2016,Clerical and data entry,new,1303
,,,
08/06/2016,Clerical and data entry,open,8725
,,,
08/06/2016,Creative and multimedia,closed,1813
,,,
08/06/2016,Creative and multimedia,new,2129
,,,
08/06/2016,Creative and multimedia,open,11128
,,,
08/06/2016,None,closed,11
,,,
08/06/2016,None,new,18
,,,
08/06/2016,None,open,61
,,,
08/06/2016,Sales and marketing support,closed,696
,,,
08/06/2016,Sales and marketing support,new,796
,,,
08/06/2016,Sales and marketing support,open,6576
,,,
08/06/2016,Software development and technology,closed,2398
,,,
08/06/2016,Software development and technology,new,2845
,,,
08/06/2016,Software development and technology,open,21995
,,,
08/06/2016,Writing and translation,closed,975
,,,
08/06/2016,Writing and translation,new,998
,,,
08/06/2016,Writing and translation,open,9898
,,,
09/06/2016,Business services,closed,125
,,,
09/06/2016,Business services,new,178
,,,
09/06/2016,Business services,open,2877
,,,
09/06/2016,Clerical and data entry,closed,1202
,,,
09/06/2016,Clerical and data entry,new,1297
,,,
09/06/2016,Clerical and data entry,open,8826
,,,
09/06/2016,Creative and multimedia,closed,1832
,,,
09/06/2016,Creative and multimedia,new,1899
,,,
09/06/2016,Creative and multimedia,open,11425
,,,
09/06/2016,None,closed,9
,,,
09/06/2016,None,new,10
,,,
09/06/2016,None,open,70
,,,
09/06/2016,Sales and marketing support,closed,724
,,,
09/06/2016,Sales and marketing support,new,737
,,,
09/06/2016,Sales and marketing support,open,6648
,,,
09/06/2016,Software development and technology,closed,2780
,,,
09/06/2016,Software development and technology,new,2705
,,,
09/06/2016,Software development and technology,open,22060
,,,
09/06/2016,Writing and translation,closed,989
,,,
09/06/2016,Writing and translation,new,1014
,,,
09/06/2016,Writing and translation,open,9907
,,,
10/06/2016,Business services,closed,155
,,,
10/06/2016,Business services,new,123
,,,
10/06/2016,Business services,open,2900
,,,
10/06/2016,Clerical and data entry,closed,1139
,,,
10/06/2016,Clerical and data entry,new,1350
,,,
10/06/2016,Clerical and data entry,open,8984
,,,
10/06/2016,Creative and multimedia,closed,1824
,,,
10/06/2016,Creative and multimedia,new,1833
,,,
10/06/2016,Creative and multimedia,open,11500
,,,
10/06/2016,None,closed,17
,,,
10/06/2016,None,new,13
,,,
10/06/2016,None,open,63
,,,
10/06/2016,Sales and marketing support,closed,725
,,,
10/06/2016,Sales and marketing support,new,719
,,,
10/06/2016,Sales and marketing support,open,6660
,,,
10/06/2016,Software development and technology,closed,2650
,,,
10/06/2016,Software development and technology,new,2616
,,,
10/06/2016,Software development and technology,open,22115
,,,
10/06/2016,Writing and translation,closed,943
,,,
10/06/2016,Writing and translation,new,1000
,,,
10/06/2016,Writing and translation,open,9978
,,,
11/06/2016,Business services,closed,98
,,,
11/06/2016,Business services,new,121
,,,
11/06/2016,Business services,open,2925
,,,
11/06/2016,Clerical and data entry,closed,1270
,,,
11/06/2016,Clerical and data entry,new,1153
,,,
11/06/2016,Clerical and data entry,open,9064
,,,
11/06/2016,Creative and multimedia,closed,1671
,,,
11/06/2016,Creative and multimedia,new,1713
,,,
11/06/2016,Creative and multimedia,open,11662
,,,
11/06/2016,None,closed,11
,,,
11/06/2016,None,new,13
,,,
11/06/2016,None,open,65
,,,
11/06/2016,Sales and marketing support,closed,639
,,,
11/06/2016,Sales and marketing support,new,660
,,,
11/06/2016,Sales and marketing support,open,6740
,,,
11/06/2016,Software development and technology,closed,2514
,,,
11/06/2016,Software development and technology,new,2478
,,,
11/06/2016,Software development and technology,open,22217
,,,
11/06/2016,Writing and translation,closed,761
,,,
11/06/2016,Writing and translation,new,821
,,,
11/06/2016,Writing and translation,open,10217
,,,
12/06/2016,Business services,closed,151
,,,
12/06/2016,Business services,new,89
,,,
12/06/2016,Business services,open,2895
,,,
12/06/2016,Clerical and data entry,closed,966
,,,
12/06/2016,Clerical and data entry,new,855
,,,
12/06/2016,Clerical and data entry,open,9251
,,,
12/06/2016,Creative and multimedia,closed,1152
,,,
12/06/2016,Creative and multimedia,new,1170
,,,
12/06/2016,Creative and multimedia,open,12223
,,,
12/06/2016,None,closed,9
,,,
12/06/2016,None,new,5
,,,
12/06/2016,None,open,69
,,,
12/06/2016,Sales and marketing support,closed,511
,,,
12/06/2016,Sales and marketing support,new,444
,,,
12/06/2016,Sales and marketing support,open,6889
,,,
12/06/2016,Software development and technology,closed,1935
,,,
12/06/2016,Software development and technology,new,1662
,,,
12/06/2016,Software development and technology,open,22760
,,,
12/06/2016,Writing and translation,closed,576
,,,
12/06/2016,Writing and translation,new,534
,,,
12/06/2016,Writing and translation,open,10462
,,,
13/06/2016,Business services,closed,122
,,,
13/06/2016,Business services,new,107
,,,
13/06/2016,Business services,open,2862
,,,
13/06/2016,Clerical and data entry,closed,949
,,,
13/06/2016,Clerical and data entry,new,767
,,,
13/06/2016,Clerical and data entry,open,9157
,,,
13/06/2016,Creative and multimedia,closed,1234
,,,
13/06/2016,Creative and multimedia,new,1107
,,,
13/06/2016,Creative and multimedia,open,12159
,,,
13/06/2016,None,closed,10
,,,
13/06/2016,None,new,13
,,,
13/06/2016,None,open,64
,,,
13/06/2016,Sales and marketing support,closed,442
,,,
13/06/2016,Sales and marketing support,new,421
,,,
13/06/2016,Sales and marketing support,open,6891
,,,
13/06/2016,Software development and technology,closed,1765
,,,
13/06/2016,Software development and technology,new,1709
,,,
13/06/2016,Software development and technology,open,22657
,,,
13/06/2016,Writing and translation,closed,636
,,,
13/06/2016,Writing and translation,new,526
,,,
13/06/2016,Writing and translation,open,10360
,,,
14/06/2016,Business services,closed,156
,,,
14/06/2016,Business services,new,153
,,,
14/06/2016,Business services,open,2813
,,,
14/06/2016,Clerical and data entry,closed,1135
,,,
14/06/2016,Clerical and data entry,new,1679
,,,
14/06/2016,Clerical and data entry,open,8789
,,,
14/06/2016,Creative and multimedia,closed,1742
,,,
14/06/2016,Creative and multimedia,new,1760
,,,
14/06/2016,Creative and multimedia,open,11524
,,,
14/06/2016,None,closed,13
,,,
14/06/2016,None,new,9
,,,
14/06/2016,None,open,64
,,,
14/06/2016,Sales and marketing support,closed,672
,,,
14/06/2016,Sales and marketing support,new,732
,,,
14/06/2016,Sales and marketing support,open,6640
,,,
14/06/2016,Software development and technology,closed,2474
,,,
14/06/2016,Software development and technology,new,2371
,,,
14/06/2016,Software development and technology,open,21892
,,,
14/06/2016,Writing and translation,closed,953
,,,
14/06/2016,Writing and translation,new,924
,,,
14/06/2016,Writing and translation,open,9933
,,,
15/06/2016,Business services,closed,129
,,,
15/06/2016,Business services,new,182
,,,
15/06/2016,Business services,open,2837
,,,
15/06/2016,Clerical and data entry,closed,1650
,,,
15/06/2016,Clerical and data entry,new,1153
,,,
15/06/2016,Clerical and data entry,open,8818
,,,
15/06/2016,Creative and multimedia,closed,1900
,,,
15/06/2016,Creative and multimedia,new,1807
,,,
15/06/2016,Creative and multimedia,open,11384
,,,
15/06/2016,None,closed,16
,,,
15/06/2016,None,new,13
,,,
15/06/2016,None,open,57
,,,
15/06/2016,Sales and marketing support,closed,785
,,,
15/06/2016,Sales and marketing support,new,829
,,,
15/06/2016,Sales and marketing support,open,6587
,,,
15/06/2016,Software development and technology,closed,2609
,,,
15/06/2016,Software development and technology,new,2844
,,,
15/06/2016,Software development and technology,open,21654
,,,
15/06/2016,Writing and translation,closed,1124
,,,
15/06/2016,Writing and translation,new,975
,,,
15/06/2016,Writing and translation,open,9733
,,,
16/06/2016,Business services,closed,119
,,,
16/06/2016,Business services,new,162
,,,
16/06/2016,Business services,open,2900
,,,
16/06/2016,Clerical and data entry,closed,1145
,,,
16/06/2016,Clerical and data entry,new,1278
,,,
16/06/2016,Clerical and data entry,open,8826
,,,
16/06/2016,Creative and multimedia,closed,1928
,,,
16/06/2016,Creative and multimedia,new,1708
,,,
16/06/2016,Creative and multimedia,open,11263
,,,
16/06/2016,None,closed,9
,,,
16/06/2016,None,new,16
,,,
16/06/2016,None,open,61
,,,
16/06/2016,Sales and marketing support,closed,706
,,,
16/06/2016,Sales and marketing support,new,596
,,,
16/06/2016,Sales and marketing support,open,6710
,,,
16/06/2016,Software development and technology,closed,2466
,,,
16/06/2016,Software development and technology,new,2606
,,,
16/06/2016,Software development and technology,open,22032
,,,
16/06/2016,Writing and translation,closed,863
,,,
16/06/2016,Writing and translation,new,1080
,,,
16/06/2016,Writing and translation,open,9845
,,,
17/06/2016,Business services,closed,160
,,,
17/06/2016,Business services,new,129
,,,
17/06/2016,Business services,open,2902
,,,
17/06/2016,Clerical and data entry,closed,1356
,,,
17/06/2016,Clerical and data entry,new,1096
,,,
17/06/2016,Clerical and data entry,open,8748
,,,
17/06/2016,Creative and multimedia,closed,1750
,,,
17/06/2016,Creative and multimedia,new,1802
,,,
17/06/2016,Creative and multimedia,open,11221
,,,
17/06/2016,None,closed,14
,,,
17/06/2016,None,new,13
,,,
17/06/2016,None,open,63
,,,
17/06/2016,Sales and marketing support,closed,661
,,,
17/06/2016,Sales and marketing support,new,684
,,,
17/06/2016,Sales and marketing support,open,6645
,,,
17/06/2016,Software development and technology,closed,2765
,,,
17/06/2016,Software development and technology,new,2516
,,,
17/06/2016,Software development and technology,open,21873
,,,
17/06/2016,Writing and translation,closed,947
,,,
17/06/2016,Writing and translation,new,938
,,,
17/06/2016,Writing and translation,open,9978
,,,
18/06/2016,Business services,closed,135
,,,
18/06/2016,Business services,new,130
,,,
18/06/2016,Business services,open,2896
,,,
18/06/2016,Clerical and data entry,closed,1080
,,,
18/06/2016,Clerical and data entry,new,1900
,,,
18/06/2016,Clerical and data entry,open,8766
,,,
18/06/2016,Creative and multimedia,closed,1649
,,,
18/06/2016,Creative and multimedia,new,1656
,,,
18/06/2016,Creative and multimedia,open,11374
,,,
18/06/2016,None,closed,12
,,,
18/06/2016,None,new,8
,,,
18/06/2016,None,open,64
,,,
18/06/2016,Sales and marketing support,closed,620
,,,
18/06/2016,Sales and marketing support,new,587
,,,
18/06/2016,Sales and marketing support,open,6709
,,,
18/06/2016,Software development and technology,closed,2419
,,,
18/06/2016,Software development and technology,new,2343
,,,
18/06/2016,Software development and technology,open,21970
,,,
18/06/2016,Writing and translation,closed,798
,,,
18/06/2016,Writing and translation,new,776
,,,
18/06/2016,Writing and translation,open,10118
,,,
19/06/2016,Business services,closed,106
,,,
19/06/2016,Business services,new,90
,,,
19/06/2016,Business services,open,2920
,,,
19/06/2016,Clerical and data entry,closed,1218
,,,
19/06/2016,Clerical and data entry,new,802
,,,
19/06/2016,Clerical and data entry,open,9448
,,,
19/06/2016,Creative and multimedia,closed,1158
,,,
19/06/2016,Creative and multimedia,new,1151
,,,
19/06/2016,Creative and multimedia,open,11873
,,,
19/06/2016,None,closed,9
,,,
19/06/2016,None,new,4
,,,
19/06/2016,None,open,63
,,,
19/06/2016,Sales and marketing support,closed,436
,,,
19/06/2016,Sales and marketing support,new,399
,,,
19/06/2016,Sales and marketing support,open,6860
,,,
19/06/2016,Software development and technology,closed,1849
,,,
19/06/2016,Software development and technology,new,1709
,,,
19/06/2016,Software development and technology,open,22464
,,,
19/06/2016,Writing and translation,closed,545
,,,
19/06/2016,Writing and translation,new,566
,,,
19/06/2016,Writing and translation,open,10349
,,,
20/06/2016,Business services,closed,91
,,,
20/06/2016,Business services,new,110
,,,
20/06/2016,Business services,open,2919
,,,
20/06/2016,Clerical and data entry,closed,1124
,,,
20/06/2016,Clerical and data entry,new,728
,,,
20/06/2016,Clerical and data entry,open,9126
,,,
20/06/2016,Creative and multimedia,closed,1082
,,,
20/06/2016,Creative and multimedia,new,1054
,,,
20/06/2016,Creative and multimedia,open,11942
,,,
20/06/2016,None,closed,9
,,,
20/06/2016,None,new,12
,,,
20/06/2016,None,open,58
,,,
20/06/2016,Sales and marketing support,closed,406
,,,
20/06/2016,Sales and marketing support,new,419
,,,
20/06/2016,Sales and marketing support,open,6853
,,,
20/06/2016,Software development and technology,closed,1650
,,,
20/06/2016,Software development and technology,new,1540
,,,
20/06/2016,Software development and technology,open,22523
,,,
20/06/2016,Writing and translation,closed,574
,,,
20/06/2016,Writing and translation,new,578
,,,
20/06/2016,Writing and translation,open,10341
,,,
21/06/2016,Business services,closed,145
,,,
21/06/2016,Business services,new,142
,,,
21/06/2016,Business services,open,2884
,,,
21/06/2016,Clerical and data entry,closed,1479
,,,
21/06/2016,Clerical and data entry,new,2057
,,,
21/06/2016,Clerical and data entry,open,8375
,,,
21/06/2016,Creative and multimedia,closed,1655
,,,
21/06/2016,Creative and multimedia,new,1782
,,,
21/06/2016,Creative and multimedia,open,11341
,,,
21/06/2016,None,closed,9
,,,
21/06/2016,None,new,8
,,,
21/06/2016,None,open,61
,,,
21/06/2016,Sales and marketing support,closed,644
,,,
21/06/2016,Sales and marketing support,new,770
,,,
21/06/2016,Sales and marketing support,open,6628
,,,
21/06/2016,Software development and technology,closed,2503
,,,
21/06/2016,Software development and technology,new,2478
,,,
21/06/2016,Software development and technology,open,21560
,,,
21/06/2016,Writing and translation,closed,812
,,,
21/06/2016,Writing and translation,new,863
,,,
21/06/2016,Writing and translation,open,10107
,,,
22/06/2016,Business services,closed,109
,,,
22/06/2016,Business services,new,211
,,,
22/06/2016,Business services,open,2917
,,,
22/06/2016,Clerical and data entry,closed,2237
,,,
22/06/2016,Clerical and data entry,new,1659
,,,
22/06/2016,Clerical and data entry,open,8196
,,,
22/06/2016,Creative and multimedia,closed,1317
,,,
22/06/2016,Creative and multimedia,new,1902
,,,
22/06/2016,Creative and multimedia,open,11806
,,,
22/06/2016,None,closed,13
,,,
22/06/2016,None,new,10
,,,
22/06/2016,None,open,56
,,,
22/06/2016,Sales and marketing support,closed,690
,,,
22/06/2016,Sales and marketing support,new,882
,,,
22/06/2016,Sales and marketing support,open,6708
,,,
22/06/2016,Software development and technology,closed,2121
,,,
22/06/2016,Software development and technology,new,2909
,,,
22/06/2016,Software development and technology,open,21917
,,,
22/06/2016,Writing and translation,closed,866
,,,
22/06/2016,Writing and translation,new,1094
,,,
22/06/2016,Writing and translation,open,10104
,,,
23/06/2016,Business services,closed,154
,,,
23/06/2016,Business services,new,155
,,,
23/06/2016,Business services,open,2974
,,,
23/06/2016,Clerical and data entry,closed,1334
,,,
23/06/2016,Clerical and data entry,new,1256
,,,
23/06/2016,Clerical and data entry,open,8521
,,,
23/06/2016,Creative and multimedia,closed,2127
,,,
