timestamp,project_occupation,status,count
23/06/2016,Creative and multimedia,new,1649
,,,
23/06/2016,Creative and multimedia,open,11581
,,,
23/06/2016,None,closed,18
,,,
23/06/2016,None,new,8
,,,
23/06/2016,None,open,48
,,,
23/06/2016,Sales and marketing support,closed,870
,,,
23/06/2016,Sales and marketing support,new,683
,,,
23/06/2016,Sales and marketing support,open,6720
,,,
23/06/2016,Software development and technology,closed,2975
,,,
23/06/2016,Software development and technology,new,2528
,,,
23/06/2016,Software development and technology,open,21851
,,,
23/06/2016,Writing and translation,closed,1044
,,,
23/06/2016,Writing and translation,new,913
,,,
23/06/2016,Writing and translation,open,10154
,,,
24/06/2016,Business services,closed,153
,,,
24/06/2016,Business services,new,154
,,,
24/06/2016,Business services,open,2976
,,,
24/06/2016,Clerical and data entry,closed,1188
,,,
24/06/2016,Clerical and data entry,new,1321
,,,
24/06/2016,Clerical and data entry,open,8589
,,,
24/06/2016,Creative and multimedia,closed,1964
,,,
24/06/2016,Creative and multimedia,new,1781
,,,
24/06/2016,Creative and multimedia,open,11266
,,,
24/06/2016,None,closed,14
,,,
24/06/2016,None,new,10
,,,
24/06/2016,None,open,42
,,,
24/06/2016,Sales and marketing support,closed,685
,,,
24/06/2016,Sales and marketing support,new,686
,,,
24/06/2016,Sales and marketing support,open,6718
,,,
24/06/2016,Software development and technology,closed,2661
,,,
24/06/2016,Software development and technology,new,2696
,,,
24/06/2016,Software development and technology,open,21718
,,,
24/06/2016,Writing and translation,closed,897
,,,
24/06/2016,Writing and translation,new,863
,,,
24/06/2016,Writing and translation,open,10170
,,,
25/06/2016,Business services,closed,155
,,,
25/06/2016,Business services,new,154
,,,
25/06/2016,Business services,open,2975
,,,
25/06/2016,Clerical and data entry,closed,1075
,,,
25/06/2016,Clerical and data entry,new,1338
,,,
25/06/2016,Clerical and data entry,open,8835
,,,
25/06/2016,Creative and multimedia,closed,1561
,,,
25/06/2016,Creative and multimedia,new,1582
,,,
25/06/2016,Creative and multimedia,open,11486
,,,
25/06/2016,None,closed,8
,,,
25/06/2016,None,new,10
,,,
25/06/2016,None,open,44
,,,
25/06/2016,Sales and marketing support,closed,618
,,,
25/06/2016,Sales and marketing support,new,584
,,,
25/06/2016,Sales and marketing support,open,6786
,,,
25/06/2016,Software development and technology,closed,2302
,,,
25/06/2016,Software development and technology,new,2330
,,,
25/06/2016,Software development and technology,open,22112
,,,
25/06/2016,Writing and translation,closed,765
,,,
25/06/2016,Writing and translation,new,793
,,,
25/06/2016,Writing and translation,open,10268
,,,
26/06/2016,Business services,closed,121
,,,
26/06/2016,Business services,new,92
,,,
26/06/2016,Business services,open,3008
,,,
26/06/2016,Clerical and data entry,closed,977
,,,
26/06/2016,Clerical and data entry,new,836
,,,
26/06/2016,Clerical and data entry,open,9196
,,,
26/06/2016,Creative and multimedia,closed,1203
,,,
26/06/2016,Creative and multimedia,new,1199
,,,
26/06/2016,Creative and multimedia,open,11865
,,,
26/06/2016,None,closed,6
,,,
26/06/2016,None,new,4
,,,
26/06/2016,None,open,48
,,,
26/06/2016,Sales and marketing support,closed,434
,,,
26/06/2016,Sales and marketing support,new,453
,,,
26/06/2016,Sales and marketing support,open,6936
,,,
26/06/2016,Software development and technology,closed,1988
,,,
26/06/2016,Software development and technology,new,1597
,,,
26/06/2016,Software development and technology,open,22454
,,,
26/06/2016,Writing and translation,closed,646
,,,
26/06/2016,Writing and translation,new,594
,,,
26/06/2016,Writing and translation,open,10415
,,,
27/06/2016,Business services,closed,121
,,,
27/06/2016,Business services,new,94
,,,
27/06/2016,Business services,open,2979
,,,
27/06/2016,Clerical and data entry,closed,902
,,,
27/06/2016,Clerical and data entry,new,725
,,,
27/06/2016,Clerical and data entry,open,9130
,,,
27/06/2016,Creative and multimedia,closed,1092
,,,
27/06/2016,Creative and multimedia,new,1187
,,,
27/06/2016,Creative and multimedia,open,11972
,,,
27/06/2016,None,closed,7
,,,
27/06/2016,None,new,4
,,,
27/06/2016,None,open,45
,,,
27/06/2016,Sales and marketing support,closed,417
,,,
27/06/2016,Sales and marketing support,new,414
,,,
27/06/2016,Sales and marketing support,open,6972
,,,
27/06/2016,Software development and technology,closed,1624
,,,
27/06/2016,Software development and technology,new,1551
,,,
27/06/2016,Software development and technology,open,22427
,,,
27/06/2016,Writing and translation,closed,581
,,,
27/06/2016,Writing and translation,new,525
,,,
27/06/2016,Writing and translation,open,10428
,,,
28/06/2016,Business services,closed,118
,,,
28/06/2016,Business services,new,154
,,,
28/06/2016,Business services,open,2955
,,,
28/06/2016,Clerical and data entry,closed,982
,,,
28/06/2016,Clerical and data entry,new,1488
,,,
28/06/2016,Clerical and data entry,open,8873
,,,
28/06/2016,Creative and multimedia,closed,2665
,,,
28/06/2016,Creative and multimedia,new,1447
,,,
28/06/2016,Creative and multimedia,open,10494
,,,
28/06/2016,None,closed,10
,,,
28/06/2016,None,new,56
,,,
28/06/2016,None,open,39
,,,
28/06/2016,Sales and marketing support,closed,733
,,,
28/06/2016,Sales and marketing support,new,729
,,,
28/06/2016,Sales and marketing support,open,6653
,,,
28/06/2016,Software development and technology,closed,2376
,,,
28/06/2016,Software development and technology,new,3137
,,,
28/06/2016,Software development and technology,open,21604
,,,
28/06/2016,Writing and translation,closed,921
,,,
28/06/2016,Writing and translation,new,859
,,,
28/06/2016,Writing and translation,open,10032
,,,
29/06/2016,Business services,closed,126
,,,
29/06/2016,Business services,new,142
,,,
29/06/2016,Business services,open,2983
,,,
29/06/2016,Clerical and data entry,closed,1622
,,,
29/06/2016,Clerical and data entry,new,1325
,,,
29/06/2016,Clerical and data entry,open,8740
,,,
29/06/2016,Creative and multimedia,closed,1684
,,,
29/06/2016,Creative and multimedia,new,1900
,,,
29/06/2016,Creative and multimedia,open,10257
,,,
29/06/2016,None,closed,16
,,,
29/06/2016,None,new,35
,,,
29/06/2016,None,open,77
,,,
29/06/2016,Sales and marketing support,closed,718
,,,
29/06/2016,Sales and marketing support,new,716
,,,
29/06/2016,Sales and marketing support,open,6664
,,,
29/06/2016,Software development and technology,closed,2572
,,,
29/06/2016,Software development and technology,new,3261
,,,
29/06/2016,Software development and technology,open,22169
,,,
29/06/2016,Writing and translation,closed,917
,,,
29/06/2016,Writing and translation,new,936
,,,
29/06/2016,Writing and translation,open,9974
,,,
30/06/2016,Business services,closed,186
,,,
30/06/2016,Business services,new,211
,,,
30/06/2016,Business services,open,2939
,,,
30/06/2016,Clerical and data entry,closed,1448
,,,
30/06/2016,Clerical and data entry,new,1443
,,,
30/06/2016,Clerical and data entry,open,8617
,,,
30/06/2016,Creative and multimedia,closed,1703
,,,
30/06/2016,Creative and multimedia,new,2867
,,,
30/06/2016,Creative and multimedia,open,10454
,,,
30/06/2016,None,closed,50
,,,
30/06/2016,None,new,21
,,,
30/06/2016,None,open,64
,,,
30/06/2016,Sales and marketing support,closed,804
,,,
30/06/2016,Sales and marketing support,new,854
,,,
30/06/2016,Sales and marketing support,open,6576
,,,
30/06/2016,Software development and technology,closed,3907
,,,
30/06/2016,Software development and technology,new,2565
,,,
30/06/2016,Software development and technology,open,21523
,,,
30/06/2016,Writing and translation,closed,1050
,,,
30/06/2016,Writing and translation,new,1074
,,,
30/06/2016,Writing and translation,open,9860
,,,
01/07/2016,Business services,closed,138
,,,
01/07/2016,Business services,new,147
,,,
01/07/2016,Business services,open,3012
,,,
01/07/2016,Clerical and data entry,closed,1465
,,,
01/07/2016,Clerical and data entry,new,1240
,,,
01/07/2016,Clerical and data entry,open,8595
,,,
01/07/2016,Creative and multimedia,closed,1692
,,,
01/07/2016,Creative and multimedia,new,1746
,,,
01/07/2016,Creative and multimedia,open,11629
,,,
01/07/2016,None,closed,14
,,,
01/07/2016,None,new,22
,,,
01/07/2016,None,open,71
,,,
01/07/2016,Sales and marketing support,closed,681
,,,
01/07/2016,Sales and marketing support,new,679
,,,
01/07/2016,Sales and marketing support,open,6749
,,,
01/07/2016,Software development and technology,closed,2710
,,,
01/07/2016,Software development and technology,new,2564
,,,
01/07/2016,Software development and technology,open,21375
,,,
01/07/2016,Writing and translation,closed,703
,,,
01/07/2016,Writing and translation,new,969
,,,
01/07/2016,Writing and translation,open,10231
,,,
02/07/2016,Business services,closed,135
,,,
02/07/2016,Business services,new,99
,,,
02/07/2016,Business services,open,3024
,,,
02/07/2016,Clerical and data entry,closed,1111
,,,
02/07/2016,Clerical and data entry,new,1146
,,,
02/07/2016,Clerical and data entry,open,8724
,,,
02/07/2016,Creative and multimedia,closed,1545
,,,
02/07/2016,Creative and multimedia,new,1451
,,,
02/07/2016,Creative and multimedia,open,11830
,,,
02/07/2016,None,closed,14
,,,
02/07/2016,None,new,8
,,,
02/07/2016,None,open,79
,,,
02/07/2016,Sales and marketing support,closed,587
,,,
02/07/2016,Sales and marketing support,new,547
,,,
02/07/2016,Sales and marketing support,open,6841
,,,
02/07/2016,Software development and technology,closed,2141
,,,
02/07/2016,Software development and technology,new,2445
,,,
02/07/2016,Software development and technology,open,21798
,,,
02/07/2016,Writing and translation,closed,766
,,,
02/07/2016,Writing and translation,new,666
,,,
02/07/2016,Writing and translation,open,10434
,,,
03/07/2016,Business services,closed,117
,,,
03/07/2016,Business services,new,75
,,,
03/07/2016,Business services,open,3006
,,,
03/07/2016,Clerical and data entry,closed,991
,,,
03/07/2016,Clerical and data entry,new,825
,,,
03/07/2016,Clerical and data entry,open,8880
,,,
03/07/2016,Creative and multimedia,closed,1297
,,,
03/07/2016,Creative and multimedia,new,1187
,,,
03/07/2016,Creative and multimedia,open,11984
,,,
03/07/2016,None,closed,7
,,,
03/07/2016,None,new,10
,,,
03/07/2016,None,open,80
,,,
03/07/2016,Sales and marketing support,closed,420
,,,
03/07/2016,Sales and marketing support,new,495
,,,
03/07/2016,Sales and marketing support,open,6968
,,,
03/07/2016,Software development and technology,closed,1841
,,,
03/07/2016,Software development and technology,new,1572
,,,
03/07/2016,Software development and technology,open,22402
,,,
03/07/2016,Writing and translation,closed,580
,,,
03/07/2016,Writing and translation,new,538
,,,
03/07/2016,Writing and translation,open,10520
,,,
04/07/2016,Business services,closed,100
,,,
04/07/2016,Business services,new,54
,,,
04/07/2016,Business services,open,2981
,,,
04/07/2016,Clerical and data entry,closed,888
,,,
04/07/2016,Clerical and data entry,new,785
,,,
04/07/2016,Clerical and data entry,open,8817
,,,
04/07/2016,Creative and multimedia,closed,1071
,,,
04/07/2016,Creative and multimedia,new,1053
,,,
04/07/2016,Creative and multimedia,open,12100
,,,
04/07/2016,None,closed,4
,,,
04/07/2016,None,new,11
,,,
04/07/2016,None,open,86
,,,
04/07/2016,Sales and marketing support,closed,378
,,,
04/07/2016,Sales and marketing support,new,386
,,,
04/07/2016,Sales and marketing support,open,7085
,,,
04/07/2016,Software development and technology,closed,1475
,,,
04/07/2016,Software development and technology,new,1466
,,,
04/07/2016,Software development and technology,open,22499
,,,
04/07/2016,Writing and translation,closed,505
,,,
04/07/2016,Writing and translation,new,437
,,,
04/07/2016,Writing and translation,open,10553
,,,
05/07/2016,Business services,closed,316
,,,
05/07/2016,Business services,new,112
,,,
05/07/2016,Business services,open,2719
,,,
05/07/2016,Clerical and data entry,closed,1683
,,,
05/07/2016,Clerical and data entry,new,1568
,,,
05/07/2016,Clerical and data entry,open,7918
,,,
05/07/2016,Creative and multimedia,closed,1992
,,,
05/07/2016,Creative and multimedia,new,1410
,,,
05/07/2016,Creative and multimedia,open,11161
,,,
05/07/2016,None,closed,13
,,,
05/07/2016,None,new,19
,,,
05/07/2016,None,open,84
,,,
05/07/2016,Sales and marketing support,closed,1066
,,,
05/07/2016,Sales and marketing support,new,523
,,,
05/07/2016,Sales and marketing support,open,6405
,,,
05/07/2016,Software development and technology,closed,3251
,,,
05/07/2016,Software development and technology,new,1980
,,,
05/07/2016,Software development and technology,open,20714
,,,
05/07/2016,Writing and translation,closed,1452
,,,
05/07/2016,Writing and translation,new,659
,,,
05/07/2016,Writing and translation,open,9538
,,,
06/07/2016,Business services,closed,96
,,,
06/07/2016,Business services,new,338
,,,
06/07/2016,Business services,open,2735
,,,
06/07/2016,Clerical and data entry,closed,1638
,,,
06/07/2016,Clerical and data entry,new,1794
,,,
06/07/2016,Clerical and data entry,open,7848
,,,
06/07/2016,Creative and multimedia,closed,1754
,,,
06/07/2016,Creative and multimedia,new,2207
,,,
06/07/2016,Creative and multimedia,open,10817
,,,
06/07/2016,None,closed,19
,,,
06/07/2016,None,new,19
,,,
06/07/2016,None,open,84
,,,
06/07/2016,Sales and marketing support,closed,626
,,,
06/07/2016,Sales and marketing support,new,1042
,,,
06/07/2016,Sales and marketing support,open,6302
,,,
06/07/2016,Software development and technology,closed,2273
,,,
06/07/2016,Software development and technology,new,3495
,,,
06/07/2016,Software development and technology,open,20421
,,,
06/07/2016,Writing and translation,closed,846
,,,
06/07/2016,Writing and translation,new,1631
,,,
06/07/2016,Writing and translation,open,9351
