timestamp	project_occupation	status	count
2016-05-31	Business services	open	2895
2016-05-31	Clerical and data entry	closed	1151
2016-05-31	Clerical and data entry	new	970
2016-05-31	Clerical and data entry	open	8704
2016-05-31	Creative and multimedia	closed	1567
2016-05-31	Creative and multimedia	new	1554
2016-05-31	Creative and multimedia	open	11502
2016-05-31	None	closed	26
2016-05-31	None	new	9
2016-05-31	None	open	62
2016-05-31	Sales and marketing support	closed	586
2016-05-31	Sales and marketing support	new	593
2016-05-31	Sales and marketing support	open	6668
2016-05-31	Software development and technology	closed	2312
2016-05-31	Software development and technology	new	2149
2016-05-31	Software development and technology	open	22513
2016-05-31	Writing and translation	closed	855
2016-05-31	Writing and translation	new	800
2016-05-31	Writing and translation	open	10027
2016-06-01	Business services	closed	122
2016-06-01	Business services	new	156
2016-06-01	Business services	open	2895
2016-06-01	Clerical and data entry	closed	1189
2016-06-01	Clerical and data entry	new	1291
2016-06-01	Clerical and data entry	open	8485
2016-06-01	Creative and multimedia	closed	1808
2016-06-01	Creative and multimedia	new	1818
2016-06-01	Creative and multimedia	open	11248
2016-06-01	None	closed	10
2016-06-01	None	new	9
2016-06-01	None	open	61
2016-06-01	Sales and marketing support	closed	742
2016-06-01	Sales and marketing support	new	672
2016-06-01	Sales and marketing support	open	6519
2016-06-01	Software development and technology	closed	2538
2016-06-01	Software development and technology	new	2780
2016-06-01	Software development and technology	open	22124
2016-06-01	Writing and translation	closed	962
2016-06-01	Writing and translation	new	1023
2016-06-01	Writing and translation	open	9865
2016-06-02	Business services	closed	158
2016-06-02	Business services	new	168
2016-06-02	Business services	open	2893
2016-06-02	Clerical and data entry	closed	1239
2016-06-02	Clerical and data entry	new	1313
2016-06-02	Clerical and data entry	open	8537
2016-06-02	Creative and multimedia	closed	1907
2016-06-02	Creative and multimedia	new	1761
2016-06-02	Creative and multimedia	open	11159
2016-06-02	None	closed	16
2016-06-02	None	new	9
2016-06-02	None	open	54
2016-06-02	Sales and marketing support	closed	659
2016-06-02	Sales and marketing support	new	658
2016-06-02	Sales and marketing support	open	6532
2016-06-02	Software development and technology	closed	2783
2016-06-02	Software development and technology	new	2604
2016-06-02	Software development and technology	open	22121
2016-06-02	Writing and translation	closed	886
2016-06-02	Writing and translation	new	947
2016-06-02	Writing and translation	open	10002
2016-06-03	Business services	closed	184
2016-06-03	Business services	new	157
2016-06-03	Business services	open	2877
2016-06-03	Clerical and data entry	closed	1259
2016-06-03	Clerical and data entry	new	1297
2016-06-03	Clerical and data entry	open	8591
2016-06-03	Creative and multimedia	closed	1901
2016-06-03	Creative and multimedia	new	1967
2016-06-03	Creative and multimedia	open	11019
2016-06-03	None	closed	17
2016-06-03	None	new	18
2016-06-03	None	open	46
2016-06-03	Sales and marketing support	closed	756
2016-06-03	Sales and marketing support	new	755
2016-06-03	Sales and marketing support	open	6434
2016-06-03	Software development and technology	closed	2929
2016-06-03	Software development and technology	new	2870
2016-06-03	Software development and technology	open	21796
2016-06-03	Writing and translation	closed	965
2016-06-03	Writing and translation	new	918
2016-06-03	Writing and translation	open	9984
2016-06-04	Business services	closed	156
2016-06-04	Business services	new	122
2016-06-04	Business services	open	2878
2016-06-04	Clerical and data entry	closed	1080
2016-06-04	Clerical and data entry	new	1116
2016-06-04	Clerical and data entry	open	8808
2016-06-04	Creative and multimedia	closed	1544
2016-06-04	Creative and multimedia	new	1584
2016-06-04	Creative and multimedia	open	11442
2016-06-04	None	closed	11
2016-06-04	None	new	9
2016-06-04	None	open	53
2016-06-04	Sales and marketing support	closed	518
2016-06-04	Sales and marketing support	new	608
2016-06-04	Sales and marketing support	open	6671
2016-06-04	Software development and technology	closed	2095
2016-06-04	Software development and technology	new	2188
2016-06-04	Software development and technology	open	22571
2016-06-04	Writing and translation	closed	747
2016-06-04	Writing and translation	new	714
2016-06-04	Writing and translation	open	10155
2016-06-05	Business services	closed	130
2016-06-05	Business services	new	107
2016-06-05	Business services	open	2870
2016-06-05	Clerical and data entry	closed	1226
2016-06-05	Clerical and data entry	new	1254
2016-06-05	Clerical and data entry	open	8698
2016-06-05	Creative and multimedia	closed	1223
2016-06-05	Creative and multimedia	new	1190
2016-06-05	Creative and multimedia	open	11803
2016-06-05	None	closed	9
2016-06-05	None	new	12
2016-06-05	None	open	53
2016-06-05	Sales and marketing support	closed	446
2016-06-05	Sales and marketing support	new	467
2016-06-05	Sales and marketing support	open	6833
2016-06-05	Software development and technology	closed	2050
2016-06-05	Software development and technology	new	1749
2016-06-05	Software development and technology	open	22709
2016-06-05	Writing and translation	closed	635
2016-06-05	Writing and translation	new	688
2016-06-05	Writing and translation	open	10234
2016-06-06	Business services	closed	119
2016-06-06	Business services	new	85
2016-06-06	Business services	open	2858
2016-06-06	Clerical and data entry	closed	904
2016-06-06	Clerical and data entry	new	681
2016-06-06	Clerical and data entry	open	9048
2016-06-06	Creative and multimedia	closed	1256
2016-06-06	Creative and multimedia	new	1109
2016-06-06	Creative and multimedia	open	11737
2016-06-06	None	closed	8
2016-06-06	None	new	12
2016-06-06	None	open	57
2016-06-06	Sales and marketing support	closed	490
2016-06-06	Sales and marketing support	new	409
2016-06-06	Sales and marketing support	open	6810
2016-06-06	Software development and technology	closed	1831
2016-06-06	Software development and technology	new	1740
2016-06-06	Software development and technology	open	22627
2016-06-06	Writing and translation	closed	647
2016-06-06	Writing and translation	new	559
2016-06-06	Writing and translation	open	10275
2016-06-07	Business services	closed	133
2016-06-07	Business services	new	164
2016-06-07	Business services	open	2810
2016-06-07	Clerical and data entry	closed	993
2016-06-07	Clerical and data entry	new	1105
2016-06-07	Clerical and data entry	open	8736
2016-06-07	Creative and multimedia	closed	1709
2016-06-07	Creative and multimedia	new	1804
2016-06-07	Creative and multimedia	open	11137
2016-06-07	None	closed	12
2016-06-07	None	new	15
2016-06-07	None	open	57
2016-06-07	Sales and marketing support	closed	662
2016-06-07	Sales and marketing support	new	715
2016-06-07	Sales and marketing support	open	6557
2016-06-07	Software development and technology	closed	2429
2016-06-07	Software development and technology	new	2455
2016-06-07	Software development and technology	open	21938
2016-06-07	Writing and translation	closed	879
2016-06-07	Writing and translation	new	918
2016-06-07	Writing and translation	open	9955
2016-06-08	Business services	closed	121
2016-06-08	Business services	new	149
2016-06-08	Business services	open	2853
2016-06-08	Clerical and data entry	closed	1116
2016-06-08	Clerical and data entry	new	1303
2016-06-08	Clerical and data entry	open	8725
2016-06-08	Creative and multimedia	closed	1813
2016-06-08	Creative and multimedia	new	2129
2016-06-08	Creative and multimedia	open	11128
2016-06-08	None	closed	11
2016-06-08	None	new	18
2016-06-08	None	open	61
2016-06-08	Sales and marketing support	closed	696
2016-06-08	Sales and marketing support	new	796
2016-06-08	Sales and marketing support	open	6576
2016-06-08	Software development and technology	closed	2398
2016-06-08	Software development and technology	new	2845
2016-06-08	Software development and technology	open	21995
2016-06-08	Writing and translation	closed	975
2016-06-08	Writing and translation	new	998
2016-06-08	Writing and translation	open	9898
2016-06-09	Business services	closed	125
2016-06-09	Business services	new	178
2016-06-09	Business services	open	2877
2016-06-09	Clerical and data entry	closed	1202
2016-06-09	Clerical and data entry	new	1297
2016-06-09	Clerical and data entry	open	8826
2016-06-09	Creative and multimedia	closed	1832
2016-06-09	Creative and multimedia	new	1899
2016-06-09	Creative and multimedia	open	11425
2016-06-09	None	closed	9
2016-06-09	None	new	10
2016-06-09	None	open	70
2016-06-09	Sales and marketing support	closed	724
2016-06-09	Sales and marketing support	new	737
2016-06-09	Sales and marketing support	open	6648
2016-06-09	Software development and technology	closed	2780
2016-06-09	Software development and technology	new	2705
2016-06-09	Software development and technology	open	22060
2016-06-09	Writing and translation	closed	989
2016-06-09	Writing and translation	new	1014
2016-06-09	Writing and translation	open	9907
2016-06-10	Business services	closed	155
2016-06-10	Business services	new	123
2016-06-10	Business services	open	2900
2016-06-10	Clerical and data entry	closed	1139
2016-06-10	Clerical and data entry	new	1350
2016-06-10	Clerical and data entry	open	8984
2016-06-10	Creative and multimedia	closed	1824
2016-06-10	Creative and multimedia	new	1833
2016-06-10	Creative and multimedia	open	11500
2016-06-10	None	closed	17
2016-06-10	None	new	13
2016-06-10	None	open	63
2016-06-10	Sales and marketing support	closed	725
2016-06-10	Sales and marketing support	new	719
2016-06-10	Sales and marketing support	open	6660
2016-06-10	Software development and technology	closed	2650
2016-06-10	Software development and technology	new	2616
2016-06-10	Software development and technology	open	22115
2016-06-10	Writing and translation	closed	943
2016-06-10	Writing and translation	new	1000
2016-06-10	Writing and translation	open	9978
2016-06-11	Business services	closed	98
2016-06-11	Business services	new	121
2016-06-11	Business services	open	2925
2016-06-11	Clerical and data entry	closed	1270
2016-06-11	Clerical and data entry	new	1153
2016-06-11	Clerical and data entry	open	9064
2016-06-11	Creative and multimedia	closed	1671
2016-06-11	Creative and multimedia	new	1713
2016-06-11	Creative and multimedia	open	11662
2016-06-11	None	closed	11
2016-06-11	None	new	13
2016-06-11	None	open	65
2016-06-11	Sales and marketing support	closed	639
2016-06-11	Sales and marketing support	new	660
2016-06-11	Sales and marketing support	open	6740
2016-06-11	Software development and technology	closed	2514
2016-06-11	Software development and technology	new	2478
2016-06-11	Software development and technology	open	22217
2016-06-11	Writing and translation	closed	761
2016-06-11	Writing and translation	new	821
2016-06-11	Writing and translation	open	10217
2016-06-12	Business services	closed	151
2016-06-12	Business services	new	89
2016-06-12	Business services	open	2895
2016-06-12	Clerical and data entry	closed	966
2016-06-12	Clerical and data entry	new	855
2016-06-12	Clerical and data entry	open	9251
2016-06-12	Creative and multimedia	closed	1152
2016-06-12	Creative and multimedia	new	1170
2016-06-12	Creative and multimedia	open	12223
2016-06-12	None	closed	9
2016-06-12	None	new	5
2016-06-12	None	open	69
2016-06-12	Sales and marketing support	closed	511
2016-06-12	Sales and marketing support	new	444
2016-06-12	Sales and marketing support	open	6889
2016-06-12	Software development and technology	closed	1935
2016-06-12	Software development and technology	new	1662
2016-06-12	Software development and technology	open	22760
2016-06-12	Writing and translation	closed	576
2016-06-12	Writing and translation	new	534
2016-06-12	Writing and translation	open	10462
2016-06-13	Business services	closed	122
2016-06-13	Business services	new	107
2016-06-13	Business services	open	2862
2016-06-13	Clerical and data entry	closed	949
2016-06-13	Clerical and data entry	new	767
2016-06-13	Clerical and data entry	open	9157
2016-06-13	Creative and multimedia	closed	1234
2016-06-13	Creative and multimedia	new	1107
2016-06-13	Creative and multimedia	open	12159
2016-06-13	None	closed	10
2016-06-13	None	new	13
2016-06-13	None	open	64
2016-06-13	Sales and marketing support	closed	442
2016-06-13	Sales and marketing support	new	421
2016-06-13	Sales and marketing support	open	6891
2016-06-13	Software development and technology	closed	1765
2016-06-13	Software development and technology	new	1709
2016-06-13	Software development and technology	open	22657
2016-06-13	Writing and translation	closed	636
2016-06-13	Writing and translation	new	526
2016-06-13	Writing and translation	open	10360
2016-06-14	Business services	closed	156
2016-06-14	Business services	new	153
2016-06-14	Business services	open	2813
2016-06-14	Clerical and data entry	closed	1135
2016-06-14	Clerical and data entry	new	1679
2016-06-14	Clerical and data entry	open	8789
2016-06-14	Creative and multimedia	closed	1742
2016-06-14	Creative and multimedia	new	1760
2016-06-14	Creative and multimedia	open	11524
2016-06-14	None	closed	13
2016-06-14	None	new	9
2016-06-14	None	open	64
2016-06-14	Sales and marketing support	closed	672
2016-06-14	Sales and marketing support	new	732
2016-06-14	Sales and marketing support	open	6640
2016-06-14	Software development and technology	closed	2474
2016-06-14	Software development and technology	new	2371
2016-06-14	Software development and technology	open	21892
2016-06-14	Writing and translation	closed	953
2016-06-14	Writing and translation	new	924
2016-06-14	Writing and translation	open	9933
2016-06-15	Business services	closed	129
2016-06-15	Business services	new	182
2016-06-15	Business services	open	2837
2016-06-15	Clerical and data entry	closed	1650
2016-06-15	Clerical and data entry	new	1153
2016-06-15	Clerical and data entry	open	8818
2016-06-15	Creative and multimedia	closed	1900
2016-06-15	Creative and multimedia	new	1807
2016-06-15	Creative and multimedia	open	11384
2016-06-15	None	closed	16
2016-06-15	None	new	13
2016-06-15	None	open	57
2016-06-15	Sales and marketing support	closed	785
2016-06-15	Sales and marketing support	new	829
2016-06-15	Sales and marketing support	open	6587
2016-06-15	Software development and technology	closed	2609
2016-06-15	Software development and technology	new	2844
2016-06-15	Software development and technology	open	21654
2016-06-15	Writing and translation	closed	1124
2016-06-15	Writing and translation	new	975
2016-06-15	Writing and translation	open	9733
2016-06-16	Business services	closed	119
2016-06-16	Business services	new	162
2016-06-16	Business services	open	2900
2016-06-16	Clerical and data entry	closed	1145
2016-06-16	Clerical and data entry	new	1278
2016-06-16	Clerical and data entry	open	8826
2016-06-16	Creative and multimedia	closed	1928
2016-06-16	Creative and multimedia	new	1708
2016-06-16	Creative and multimedia	open	11263
2016-06-16	None	closed	9
2016-06-16	None	new	16
2016-06-16	None	open	61
2016-06-16	Sales and marketing support	closed	706
2016-06-16	Sales and marketing support	new	596
2016-06-16	Sales and marketing support	open	6710
2016-06-16	Software development and technology	closed	2466
2016-06-16	Software development and technology	new	2606
2016-06-16	Software development and technology	open	22032
2016-06-16	Writing and translation	closed	863
2016-06-16	Writing and translation	new	1080
2016-06-16	Writing and translation	open	9845
2016-06-17	Business services	closed	160
2016-06-17	Business services	new	129
2016-06-17	Business services	open	2902
2016-06-17	Clerical and data entry	closed	1356
2016-06-17	Clerical and data entry	new	1096
2016-06-17	Clerical and data entry	open	8748
2016-06-17	Creative and multimedia	closed	1750
2016-06-17	Creative and multimedia	new	1802
2016-06-17	Creative and multimedia	open	11221
2016-06-17	None	closed	14
2016-06-17	None	new	13
2016-06-17	None	open	63
2016-06-17	Sales and marketing support	closed	661
2016-06-17	Sales and marketing support	new	684
2016-06-17	Sales and marketing support	open	6645
2016-06-17	Software development and technology	closed	2765
2016-06-17	Software development and technology	new	2516
2016-06-17	Software development and technology	open	21873
2016-06-17	Writing and translation	closed	947
2016-06-17	Writing and translation	new	938
2016-06-17	Writing and translation	open	9978
2016-06-18	Business services	closed	135
2016-06-18	Business services	new	130
2016-06-18	Business services	open	2896
2016-06-18	Clerical and data entry	closed	1080
2016-06-18	Clerical and data entry	new	1900
2016-06-18	Clerical and data entry	open	8766
2016-06-18	Creative and multimedia	closed	1649
2016-06-18	Creative and multimedia	new	1656
2016-06-18	Creative and multimedia	open	11374
2016-06-18	None	closed	12
2016-06-18	None	new	8
2016-06-18	None	open	64
2016-06-18	Sales and marketing support	closed	620
2016-06-18	Sales and marketing support	new	587
2016-06-18	Sales and marketing support	open	6709
2016-06-18	Software development and technology	closed	2419
2016-06-18	Software development and technology	new	2343
2016-06-18	Software development and technology	open	21970
2016-06-18	Writing and translation	closed	798
2016-06-18	Writing and translation	new	776
2016-06-18	Writing and translation	open	10118
2016-06-19	Business services	closed	106
2016-06-19	Business services	new	90
2016-06-19	Business services	open	2920
2016-06-19	Clerical and data entry	closed	1218
2016-06-19	Clerical and data entry	new	802
2016-06-19	Clerical and data entry	open	9448
2016-06-19	Creative and multimedia	closed	1158
2016-06-19	Creative and multimedia	new	1151
2016-06-19	Creative and multimedia	open	11873
2016-06-19	None	closed	9
2016-06-19	None	new	4
2016-06-19	None	open	63
2016-06-19	Sales and marketing support	closed	436
2016-06-19	Sales and marketing support	new	399
2016-06-19	Sales and marketing support	open	6860
2016-06-19	Software development and technology	closed	1849
2016-06-19	Software development and technology	new	1709
2016-06-19	Software development and technology	open	22464
2016-06-19	Writing and translation	closed	545
2016-06-19	Writing and translation	new	566
2016-06-19	Writing and translation	open	10349
2016-06-20	Business services	closed	91
2016-06-20	Business services	new	110
2016-06-20	Business services	open	2919
2016-06-20	Clerical and data entry	closed	1124
2016-06-20	Clerical and data entry	new	728
2016-06-20	Clerical and data entry	open	9126
2016-06-20	Creative and multimedia	closed	1082
2016-06-20	Creative and multimedia	new	1054
2016-06-20	Creative and multimedia	open	11942
2016-06-20	None	closed	9
2016-06-20	None	new	12
2016-06-20	None	open	58
2016-06-20	Sales and marketing support	closed	406
2016-06-20	Sales and marketing support	new	419
2016-06-20	Sales and marketing support	open	6853
2016-06-20	Software development and technology	closed	1650
2016-06-20	Software development and technology	new	1540
2016-06-20	Software development and technology	open	22523
2016-06-20	Writing and translation	closed	574
2016-06-20	Writing and translation	new	578
2016-06-20	Writing and translation	open	10341
2016-06-21	Business services	closed	145
2016-06-21	Business services	new	142
2016-06-21	Business services	open	2884
2016-06-21	Clerical and data entry	closed	1479
2016-06-21	Clerical and data entry	new	2057
2016-06-21	Clerical and data entry	open	8375
2016-06-21	Creative and multimedia	closed	1655
2016-06-21	Creative and multimedia	new	1782
2016-06-21	Creative and multimedia	open	11341
2016-06-21	None	closed	9
2016-06-21	None	new	8
2016-06-21	None	open	61
2016-06-21	Sales and marketing support	closed	644
2016-06-21	Sales and marketing support	new	770
2016-06-21	Sales and marketing support	open	6628
2016-06-21	Software development and technology	closed	2503
2016-06-21	Software development and technology	new	2478
2016-06-21	Software development and technology	open	21560
2016-06-21	Writing and translation	closed	812
2016-06-21	Writing and translation	new	863
2016-06-21	Writing and translation	open	10107
2016-06-22	Business services	closed	109
2016-06-22	Business services	new	211
2016-06-22	Business services	open	2917
2016-06-22	Clerical and data entry	closed	2237
2016-06-22	Clerical and data entry	new	1659
2016-06-22	Clerical and data entry	open	8196
2016-06-22	Creative and multimedia	closed	1317
2016-06-22	Creative and multimedia	new	1902
2016-06-22	Creative and multimedia	open	11806
2016-06-22	None	closed	13
2016-06-22	None	new	10
2016-06-22	None	open	56
2016-06-22	Sales and marketing support	closed	690
2016-06-22	Sales and marketing support	new	882
2016-06-22	Sales and marketing support	open	6708
2016-06-22	Software development and technology	closed	2121
2016-06-22	Software development and technology	new	2909
2016-06-22	Software development and technology	open	21917
2016-06-22	Writing and translation	closed	866
2016-06-22	Writing and translation	new	1094
2016-06-22	Writing and translation	open	10104
2016-06-23	Business services	closed	154
2016-06-23	Business services	new	155
2016-06-23	Business services	open	2974
2016-06-23	Clerical and data entry	closed	1334
2016-06-23	Clerical and data entry	new	1256
2016-06-23	Clerical and data entry	open	8521
2016-06-23	Creative and multimedia	closed	2127
2016-06-23	Creative and multimedia	new	1649
2016-06-23	Creative and multimedia	open	11581
2016-06-23	None	closed	18
2016-06-23	None	new	8
2016-06-23	None	open	48
2016-06-23	Sales and marketing support	closed	870
2016-06-23	Sales and marketing support	new	683
2016-06-23	Sales and marketing support	open	6720
2016-06-23	Software development and technology	closed	2975
2016-06-23	Software development and technology	new	2528
2016-06-23	Software development and technology	open	21851
2016-06-23	Writing and translation	closed	1044
2016-06-23	Writing and translation	new	913
2016-06-23	Writing and translation	open	10154
2016-06-24	Business services	closed	153
2016-06-24	Business services	new	154
2016-06-24	Business services	open	2976
2016-06-24	Clerical and data entry	closed	1188
2016-06-24	Clerical and data entry	new	1321
2016-06-24	Clerical and data entry	open	8589
2016-06-24	Creative and multimedia	closed	1964
2016-06-24	Creative and multimedia	new	1781
2016-06-24	Creative and multimedia	open	11266
2016-06-24	None	closed	14
2016-06-24	None	new	10
2016-06-24	None	open	42
2016-06-24	Sales and marketing support	closed	685
2016-06-24	Sales and marketing support	new	686
2016-06-24	Sales and marketing support	open	6718
2016-06-24	Software development and technology	closed	2661
2016-06-24	Software development and technology	new	2696
2016-06-24	Software development and technology	open	21718
2016-06-24	Writing and translation	closed	897
2016-06-24	Writing and translation	new	863
2016-06-24	Writing and translation	open	10170
2016-06-25	Business services	closed	155
2016-06-25	Business services	new	154
2016-06-25	Business services	open	2975
2016-06-25	Clerical and data entry	closed	1075
2016-06-25	Clerical and data entry	new	1338
2016-06-25	Clerical and data entry	open	8835
2016-06-25	Creative and multimedia	closed	1561
2016-06-25	Creative and multimedia	new	1582
2016-06-25	Creative and multimedia	open	11486
2016-06-25	None	closed	8
2016-06-25	None	new	10
2016-06-25	None	open	44
2016-06-25	Sales and marketing support	closed	618
2016-06-25	Sales and marketing support	new	584
2016-06-25	Sales and marketing support	open	6786
2016-06-25	Software development and technology	closed	2302
2016-06-25	Software development and technology	new	2330
2016-06-25	Software development and technology	open	22112
2016-06-25	Writing and translation	closed	765
2016-06-25	Writing and translation	new	793
2016-06-25	Writing and translation	open	10268
2016-06-26	Business services	closed	121
2016-06-26	Business services	new	92
2016-06-26	Business services	open	3008
2016-06-26	Clerical and data entry	closed	977
2016-06-26	Clerical and data entry	new	836
2016-06-26	Clerical and data entry	open	9196
2016-06-26	Creative and multimedia	closed	1203
2016-06-26	Creative and multimedia	new	1199
2016-06-26	Creative and multimedia	open	11865
2016-06-26	None	closed	6
2016-06-26	None	new	4
2016-06-26	None	open	48
2016-06-26	Sales and marketing support	closed	434
2016-06-26	Sales and marketing support	new	453
2016-06-26	Sales and marketing support	open	6936
2016-06-26	Software development and technology	closed	1988
2016-06-26	Software development and technology	new	1597
2016-06-26	Software development and technology	open	22454
2016-06-26	Writing and translation	closed	646
2016-06-26	Writing and translation	new	594
2016-06-26	Writing and translation	open	10415
2016-06-27	Business services	closed	121
2016-06-27	Business services	new	94
2016-06-27	Business services	open	2979
2016-06-27	Clerical and data entry	closed	902
2016-06-27	Clerical and data entry	new	725
2016-06-27	Clerical and data entry	open	9130
2016-06-27	Creative and multimedia	closed	1092
2016-06-27	Creative and multimedia	new	1187
2016-06-27	Creative and multimedia	open	11972
2016-06-27	None	closed	7
2016-06-27	None	new	4
2016-06-27	None	open	45
2016-06-27	Sales and marketing support	closed	417
2016-06-27	Sales and marketing support	new	414
2016-06-27	Sales and marketing support	open	6972
2016-06-27	Software development and technology	closed	1624
2016-06-27	Software development and technology	new	1551
2016-06-27	Software development and technology	open	22427
2016-06-27	Writing and translation	closed	581
2016-06-27	Writing and translation	new	525
2016-06-27	Writing and translation	open	10428
2016-06-28	Business services	closed	118
2016-06-28	Business services	new	154
2016-06-28	Business services	open	2955
2016-06-28	Clerical and data entry	closed	982
2016-06-28	Clerical and data entry	new	1488
2016-06-28	Clerical and data entry	open	8873
2016-06-28	Creative and multimedia	closed	2665
2016-06-28	Creative and multimedia	new	1447
2016-06-28	Creative and multimedia	open	10494
2016-06-28	None	closed	10
2016-06-28	None	new	56
2016-06-28	None	open	39
2016-06-28	Sales and marketing support	closed	733
2016-06-28	Sales and marketing support	new	729
2016-06-28	Sales and marketing support	open	6653
2016-06-28	Software development and technology	closed	2376
2016-06-28	Software development and technology	new	3137
2016-06-28	Software development and technology	open	21604
2016-06-28	Writing and translation	closed	921
2016-06-28	Writing and translation	new	859
2016-06-28	Writing and translation	open	10032
2016-06-29	Business services	closed	126
2016-06-29	Business services	new	142
2016-06-29	Business services	open	2983
2016-06-29	Clerical and data entry	closed	1622
2016-06-29	Clerical and data entry	new	1325
2016-06-29	Clerical and data entry	open	8740
2016-06-29	Creative and multimedia	closed	1684
2016-06-29	Creative and multimedia	new	1900
2016-06-29	Creative and multimedia	open	10257
2016-06-29	None	closed	16
2016-06-29	None	new	35
2016-06-29	None	open	77
2016-06-29	Sales and marketing support	closed	718
2016-06-29	Sales and marketing support	new	716
2016-06-29	Sales and marketing support	open	6664
2016-06-29	Software development and technology	closed	2572
2016-06-29	Software development and technology	new	3261
2016-06-29	Software development and technology	open	22169
2016-06-29	Writing and translation	closed	917
2016-06-29	Writing and translation	new	936
2016-06-29	Writing and translation	open	9974
2016-06-30	Business services	closed	186
2016-06-30	Business services	new	211
2016-06-30	Business services	open	2939
2016-06-30	Clerical and data entry	closed	1448
2016-06-30	Clerical and data entry	new	1443
2016-06-30	Clerical and data entry	open	8617
2016-06-30	Creative and multimedia	closed	1703
2016-06-30	Creative and multimedia	new	2867
2016-06-30	Creative and multimedia	open	10454
2016-06-30	None	closed	50
2016-06-30	None	new	21
2016-06-30	None	open	64
2016-06-30	Sales and marketing support	closed	804
2016-06-30	Sales and marketing support	new	854
2016-06-30	Sales and marketing support	open	6576
2016-06-30	Software development and technology	closed	3907
2016-06-30	Software development and technology	new	2565
2016-06-30	Software development and technology	open	21523
2016-06-30	Writing and translation	closed	1050
2016-06-30	Writing and translation	new	1074
2016-06-30	Writing and translation	open	9860
2016-07-01	Business services	closed	138
2016-07-01	Business services	new	147
2016-07-01	Business services	open	3012
2016-07-01	Clerical and data entry	closed	1465
2016-07-01	Clerical and data entry	new	1240
2016-07-01	Clerical and data entry	open	8595
2016-07-01	Creative and multimedia	closed	1692
2016-07-01	Creative and multimedia	new	1746
2016-07-01	Creative and multimedia	open	11629
2016-07-01	None	closed	14
2016-07-01	None	new	22
2016-07-01	None	open	71
2016-07-01	Sales and marketing support	closed	681
2016-07-01	Sales and marketing support	new	679
2016-07-01	Sales and marketing support	open	6749
2016-07-01	Software development and technology	closed	2710
2016-07-01	Software development and technology	new	2564
2016-07-01	Software development and technology	open	21375
2016-07-01	Writing and translation	closed	703
2016-07-01	Writing and translation	new	969
2016-07-01	Writing and translation	open	10231
2016-07-02	Business services	closed	135
2016-07-02	Business services	new	99
2016-07-02	Business services	open	3024
2016-07-02	Clerical and data entry	closed	1111
2016-07-02	Clerical and data entry	new	1146
2016-07-02	Clerical and data entry	open	8724
2016-07-02	Creative and multimedia	closed	1545
2016-07-02	Creative and multimedia	new	1451
2016-07-02	Creative and multimedia	open	11830
2016-07-02	None	closed	14
2016-07-02	None	new	8
2016-07-02	None	open	79
2016-07-02	Sales and marketing support	closed	587
2016-07-02	Sales and marketing support	new	547
2016-07-02	Sales and marketing support	open	6841
2016-07-02	Software development and technology	closed	2141
2016-07-02	Software development and technology	new	2445
2016-07-02	Software development and technology	open	21798
2016-07-02	Writing and translation	closed	766
2016-07-02	Writing and translation	new	666
2016-07-02	Writing and translation	open	10434
2016-07-03	Business services	closed	117
2016-07-03	Business services	new	75
2016-07-03	Business services	open	3006
2016-07-03	Clerical and data entry	closed	991
2016-07-03	Clerical and data entry	new	825
2016-07-03	Clerical and data entry	open	8880
2016-07-03	Creative and multimedia	closed	1297
2016-07-03	Creative and multimedia	new	1187
2016-07-03	Creative and multimedia	open	11984
2016-07-03	None	closed	7
2016-07-03	None	new	10
2016-07-03	None	open	80
2016-07-03	Sales and marketing support	closed	420
2016-07-03	Sales and marketing support	new	495
2016-07-03	Sales and marketing support	open	6968
2016-07-03	Software development and technology	closed	1841
2016-07-03	Software development and technology	new	1572
2016-07-03	Software development and technology	open	22402
2016-07-03	Writing and translation	closed	580
2016-07-03	Writing and translation	new	538
2016-07-03	Writing and translation	open	10520
2016-07-04	Business services	closed	100
2016-07-04	Business services	new	54
2016-07-04	Business services	open	2981
2016-07-04	Clerical and data entry	closed	888
2016-07-04	Clerical and data entry	new	785
2016-07-04	Clerical and data entry	open	8817
2016-07-04	Creative and multimedia	closed	1071
2016-07-04	Creative and multimedia	new	1053
2016-07-04	Creative and multimedia	open	12100
2016-07-04	None	closed	4
2016-07-04	None	new	11
2016-07-04	None	open	86
2016-07-04	Sales and marketing support	closed	378
2016-07-04	Sales and marketing support	new	386
2016-07-04	Sales and marketing support	open	7085
2016-07-04	Software development and technology	closed	1475
2016-07-04	Software development and technology	new	1466
2016-07-04	Software development and technology	open	22499
2016-07-04	Writing and translation	closed	505
2016-07-04	Writing and translation	new	437
2016-07-04	Writing and translation	open	10553
2016-07-05	Business services	closed	316
2016-07-05	Business services	new	112
2016-07-05	Business services	open	2719
2016-07-05	Clerical and data entry	closed	1683
2016-07-05	Clerical and data entry	new	1568
2016-07-05	Clerical and data entry	open	7918
2016-07-05	Creative and multimedia	closed	1992
2016-07-05	Creative and multimedia	new	1410
2016-07-05	Creative and multimedia	open	11161
2016-07-05	None	closed	13
2016-07-05	None	new	19
2016-07-05	None	open	84
2016-07-05	Sales and marketing support	closed	1066
2016-07-05	Sales and marketing support	new	523
2016-07-05	Sales and marketing support	open	6405
2016-07-05	Software development and technology	closed	3251
2016-07-05	Software development and technology	new	1980
2016-07-05	Software development and technology	open	20714
